,name,date
626,Steel Division: Normandy 44,https://static.metacritic.com/images/products/games/2/c257908d277a57286d444f786fb2c65b-98.jpg
627,Sid Meier's Civilization IV: Colonization,https://static.metacritic.com/images/products/games/8/72665d87d03053bfcb33f8e4ee2b1aa3-98.jpg
628,Superbrothers: Sword & Sworcery EP,https://static.metacritic.com/images/products/games/8/abf8ee3251905a4c70dfdfdb838292f7-98.jpg
629,Nintendogs: Dachshund & Friends,https://static.metacritic.com/images/products/games/2/1b61567b186d8d935dfb1fecfd4c4b17-98.jpg
630,Tales From Off-Peak City Vol. 1,https://static.metacritic.com/images/products/games/2/c53923f3753a68fc88974421547c1362-98.jpg
631,Hearts of Iron IV,https://static.metacritic.com/images/products/games/5/aee0c6f167cecc97d1d2c8b486c48d31-98.jpg
632,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,https://static.metacritic.com/images/products/games/7/d5180b4572f7205dd8be6ba83e52392e-98.jpg
633,Dyad,https://static.metacritic.com/images/products/games/3/749c7844bc69ae8170b01b60d52669e2-98.jpg
634,Europa Universalis III,https://static.metacritic.com/images/products/games/1/4d494d1c377878e74975e5c97a1be088-98.jpg
635,Antichamber,https://static.metacritic.com/images/products/games/7/b95c49f89d28f6b395ea227d034560aa-98.jpg
636,Sonic CD,https://static.metacritic.com/images/products/games/6/10d1f05452a307de54d2817afeb618fc-98.jpg
637,Neverwinter Nights 2,https://static.metacritic.com/images/products/games/6/60e5017025918739cc72deb1a547afd2-98.jpg
638,Mega Man Powered Up,https://static.metacritic.com/images/products/games/1/73372e336bc776c7a304ac83a3fbbacb-98.jpg
639,Shadowverse: Champion's Battle,https://static.metacritic.com/images/products/games/0/8c01dd916c71bb15fb7e1929724515b6-98.jpg
640,Age of Empires IV,https://static.metacritic.com/images/products/games/9/c647a457cc6e36f843c704d1592bb6c0-98.jpg
641,Sega Ages: Virtua Racing,https://static.metacritic.com/images/products/games/7/13327efd96939ea49e64c89426b8f4bc-98.jpg
642,Hearthstone: Heroes of Warcraft - Blackrock Mountain,https://static.metacritic.com/images/products/games/4/1b191b198a85124ed99e8e0c23baa12e-98.jpg
643,Gradius V,https://static.metacritic.com/images/products/games/1/6cbcfadba99ee8344195631f439931b5-98.jpg
644,Rome: Total War Barbarian Invasion,https://static.metacritic.com/images/products/games/4/ffdbdd3ab986ac14fdc742166cfd3a4d-98.jpg
645,The Pinball Arcade,https://static.metacritic.com/images/products/games/8/b030ec9370fd0ca00d98f4a10f5a7b36-98.jpg
646,Etrian Odyssey 2 Untold: The Fafnir Knight,https://static.metacritic.com/images/products/games/8/4ccc579257efdf3066fe769f5dbf7cd7-98.jpg
647,I Expect You To Die,https://static.metacritic.com/images/products/games/7/7097073cfb14d1daef3e2ef98e271653-98.jpg
648,Disgaea DS,https://static.metacritic.com/images/products/games/6/674a3a8f6b4bb6d22a12bac369eca19a-98.jpg
649,Hacknet,https://static.metacritic.com/images/products/games/2/982c5b9cd7c384d39e54cfed5a1629ee-98.jpg
650,Tales of Monkey Island Chapter 3: Lair of the Leviathan,https://static.metacritic.com/images/products/games/7/b20499792cb98aa3deb220fe0a78b9f9-98.jpg
651,Lunar Knights,https://static.metacritic.com/images/products/games/1/d79e1e78b8a356c7e0d1fae1cfdc7cf1-98.jpg
652,The Walking Dead: A Telltale Games Series - The Complete First Season,https://static.metacritic.com/images/products/games/2/40f08f901231c2f7a98c0b33c4513dc5-98.jpg
653,Neverwinter Nights 2: Mask of The Betrayer,https://static.metacritic.com/images/products/games/1/44b6ffee7802fa6b64ba7ac6b6349035-98.jpg
654,Age of Wonders: Shadow Magic,https://static.metacritic.com/images/products/games/4/5e47cd49e4ef2bd4eae864b70db9f1c8-98.jpg
655,Lost Judgment,https://static.metacritic.com/images/products/games/9/aa80de3d0a3186af0dce4b4916145901-98.jpg
656,Sins of a Solar Empire: Rebellion,https://static.metacritic.com/images/products/games/2/eedb1a712dd4027bac589ecd6776e886-98.jpg
657,ATV Offroad Fury 2,https://static.metacritic.com/images/products/games/7/7d313357e26353cb7db9543f3d08b46a-98.jpg
658,SOCOM: U.S. Navy SEALs,https://static.metacritic.com/images/products/games/2/3c17e583c1990d78a393f933dcaa2ac6-98.jpg
659,Tom Clancy's Ghost Recon: Desert Siege,https://static.metacritic.com/images/products/games/4/24fc8bd01b7f3bf041c6d6d22f21e0c8-98.jpg
660,Mega Man Zero,https://static.metacritic.com/images/products/games/2/52b981eb62389cc4dc199253e4a8d9ef-98.jpg
661,Warlords Battlecry II,https://static.metacritic.com/images/products/games/3/760f125a589a68228e095ee6553b60bd-98.jpg
662,Ring of Red,https://static.metacritic.com/images/products/games/8/9c8869608a3740a6e6de9d5ee88bcaaf-98.jpg
663,Football Manager Live,https://static.metacritic.com/images/products/games/7/e509ea530de4fd1c4038e8e375907edb-98.jpg
664,No More Heroes,https://static.metacritic.com/images/products/games/2/5f5fcd96259e5c2139e78af373f6d211-98.jpg
665,The Talos Principle: Road To Gehenna,https://static.metacritic.com/images/products/games/7/917d3c0e1254137120ee386c68348107-98.jpg
666,Stellaris: Utopia,https://static.metacritic.com/images/products/games/3/0ea79a2cbc43be1fa8f1a19201d3428b-98.jpg
667,Aquaria,https://static.metacritic.com/images/products/games/2/3062de29f9037e11eb79f2a44b2f4584-98.jpg
668,Need for Speed: Underground,https://static.metacritic.com/images/products/games/7/f73749f7279cbf08e1bbcebe77dc3877-98.jpg
669,Viva Pinata: Pocket Paradise,https://static.metacritic.com/images/products/games/4/33396c13c33537b5da1d984da1b3ffdf-98.jpg
670,Ape Escape 2,https://static.metacritic.com/images/products/games/8/efe9374172b1e5e0292c5a39e2b580df-98.jpg
671,TrackMania Sunrise,https://static.metacritic.com/images/products/games/1/446faacee0edbf054c5a702e6b2b7119-98.jpg
672,PixelJunk Shooter 2,https://static.metacritic.com/images/products/games/2/a2384219ff9e194053f1bda6273cd105-98.jpg
673,Super Mario 3D All-Stars,https://static.metacritic.com/images/products/games/4/88eda0b6570f09570d8909c3b897546a-98.jpg
674,The Elder Scrolls V: Skyrim - Dragonborn,https://static.metacritic.com/images/products/games/9/c7a2badb6c36fce545a1241ccf80751b-98.jpg
675,Sky: Children of the Light,https://static.metacritic.com/images/products/games/5/b80a88cab6e051320fd30ab4fd4fcdfa-98.jpg
676,Sportsfriends,https://static.metacritic.com/images/products/games/6/e16357bdc5643a0eac458ad8c9189bcf-98.jpg
677,Gears 5: Hivebusters,https://static.metacritic.com/images/products/games/5/65165703fbd642ade68989667ec627fc-98.jpg
678,The Ramp,https://static.metacritic.com/images/products/games/1/13990db8890c1b1d0da4c73a9f67cef7-98.jpg
679,Galak-Z: The Dimensional,https://static.metacritic.com/images/products/games/5/19c57fb6ac663a511ec705f02d6289bb-98.jpg
680,Batbarian: Testament of the Primordials,https://static.metacritic.com/images/products/games/1/76aa443e8d887344b2e09cbc10f521ce-98.jpg
681,Swords & Soldiers II: Shawarmageddon,https://static.metacritic.com/images/products/games/4/74707a6830384701daffde3faed443ec-98.jpg
682,Endless Legend,https://static.metacritic.com/images/products/games/2/b443fe04c7a28d9b55fc37a2943c5a4f-98.jpg
683,Henry Hatsworth in the Puzzling Adventure,https://static.metacritic.com/images/products/games/7/99aad55a17a23777d935eb944e628862-98.jpg
684,Virtua Fighter 5 Final Showdown,https://static.metacritic.com/images/products/games/5/721b50e3efb4ac59dac84d5feeab8bb2-98.jpg
685,Dance Dance Revolution Ultramix,https://static.metacritic.com/images/products/games/8/5eb33ca751d228a8eeafa4592c76d86c-98.jpg
686,SOCOM 3: U.S. Navy SEALs,https://static.metacritic.com/images/products/games/6/cec467faaf9bc90025a5f081984b59bd-98.jpg
687,Trauma Team,https://static.metacritic.com/images/products/games/2/fa690ec03ca64f5d8ae9fb9da5d0d521-98.jpg
688,Extreme-G,https://static.metacritic.com/images/products/games/5/aa925583a0e70d5ba40e7e8bea7b353e-98.jpg
689,Death Stranding,https://static.metacritic.com/images/products/games/8/f0cd9b860887bb3c25e2c0286fdfcdaa-98.jpg
690,S.T.A.L.K.E.R.: Shadow of Chernobyl,https://static.metacritic.com/images/products/games/2/50c986f784ab86b0bd98fa2007c57f2b-98.jpg
691,Space Invaders Extreme 2,https://static.metacritic.com/images/products/games/6/54b88f45b25ed29f30e89ce0c0b09a7b-98.jpg
692,Okamiden,https://static.metacritic.com/images/products/games/5/f78c67430efb150ae06412f99624305f-98.jpg
693,Kero Blaster,https://static.metacritic.com/images/products/games/2/c67b86b7288ca619aeb7891b40974f30-98.jpg
694,Far Cry 5,https://static.metacritic.com/images/products/games/4/0d2f41e6888d91229aaa846bda6a64bd-98.jpg
695,VIDEOBALL,https://static.metacritic.com/images/products/games/9/5b76f402109bc6f9886ce8ad06515341-98.jpg
696,Castle Crashers,https://static.metacritic.com/images/products/games/1/295802acd8cdeaf320ffa514b47d4752-98.jpg
697,"Invisible, Inc. Console Edition",https://static.metacritic.com/images/products/games/2/afdcd96a743763c46fc782b23cacce4f-98.jpg
698,Gunman Clive,https://static.metacritic.com/images/products/games/7/d0d97eff1a9d9bad45a675b6bd843920-98.jpg
699,Slime-san,https://static.metacritic.com/images/products/games/2/229927d0a28eeb86e321370a0aefeedd-98.jpg
700,Vectronom,https://static.metacritic.com/images/products/games/5/0398512428449daf91cd483d36099747-98.jpg
701,SOLAS 128,https://static.metacritic.com/images/products/games/6/86d3cae640129cf9611a403a24f661dc-98.jpg
702,The Sims 4: Eco Lifestyle,https://static.metacritic.com/images/products/games/3/18b139925a740f950965b1fb7981ce8d-98.jpg
703,XCOM: Enemy Unknown Plus,https://static.metacritic.com/images/products/games/0/8a01a790cf14ed93f40408f0433d9882-98.jpg
704,Airborne Assault: Red Devils Over Arnhem,https://static.metacritic.com/images/products/games/1/1cb4dc1b1d908c948b7fa020e77e815a-98.jpg
705,Sega GT 2002,https://static.metacritic.com/images/products/games/5/c8c4ec82b6c99254cfc3ac83d6760298-98.jpg
706,Tekken Advance,https://static.metacritic.com/images/products/games/3/dcbf48153998d2c69261c741108ea77d-98.jpg
707,Ogre Battle 64,https://static.metacritic.com/images/products/games/98w-game.jpg
708,Fallout Tactics: Brotherhood of Steel,https://static.metacritic.com/images/products/games/8/ecca4da4743363d718bdb8070e1f412c-98.jpg
709,Sonic Rush,https://static.metacritic.com/images/products/games/6/0c93b8f88d2b7cde4e3df7870933298d-98.jpg
710,Crazy Taxi 2,https://static.metacritic.com/images/products/games/3/3f90b6780d82af087fb888d116a5b67b-98.jpg
711,Art of Balance Touch!,https://static.metacritic.com/images/products/games/1/885344715d02a0bff3bcb84eb52cebf8-98.jpg
712,NHL Eastside Hockey Manager 2005,https://static.metacritic.com/images/products/games/5/665ebf95e1358d7d64f51002fba1f39c-98.jpg
713,Need for Speed: Underground 2,https://static.metacritic.com/images/products/games/2/d5bdaf60986ab63ef747a562a5e3ec76-98.jpg
714,Borderlands Legendary Collection,https://static.metacritic.com/images/products/games/8/9f61bad844829d8315230966f94df1a2-98.jpg
715,Legend of Grimrock,https://static.metacritic.com/images/products/games/8/a3b98af5de9f49a4a205beeb07521507-98.jpg
716,NyxQuest: Kindred Spirits,https://static.metacritic.com/images/products/games/7/28fec4bcc81adc80cc15878733b05d59-98.jpg
717,Prince of Persia Classic,https://static.metacritic.com/images/products/games/5/f46964b68bef9c85ccfe791f22bb1bb0-98.jpg
718,Star Fox Adventures,https://static.metacritic.com/images/products/games/4/175446afb11be32045be177b17f24daf-98.jpg
719,Dominions 3: The Awakening,https://static.metacritic.com/images/products/games/5/7063a882da818fb7aa0c0b045788fd42-98.jpg
720,Strong Bad's Cool Game for Attractive People Episode 2: Strong Badia the Free,https://static.metacritic.com/images/products/games/1/31800c21fc32a62678c94f52b5368372-98.jpg
721,College Hoops 2K8,https://static.metacritic.com/images/products/games/5/9c552980d22045a5381d7a5f5b551a11-98.jpg
722,Mario Kart Wii,https://static.metacritic.com/images/products/games/6/5844c5a8ffe179147b8b0fdb0e61ad3e-98.jpg
723,Desktop Dungeons,https://static.metacritic.com/images/products/games/8/6d3b34bef66bad40fa59d05983585f29-98.jpg
724,Olympia Soiree,https://static.metacritic.com/images/products/games/1/212e0d4fdb7c88f5708d058572cba680-98.jpg
725,EA SPORTS UFC 4,https://static.metacritic.com/images/products/games/2/4f3ca63ee258d03f216eae48000e6068-98.jpg
726,Crusader Kings II,https://static.metacritic.com/images/products/games/6/6db1307990a954c85b797bb5e725bd17-98.jpg
727,Tainted Grail: Conquest,https://static.metacritic.com/images/products/games/4/83ed5bfe37cc565038a7c1c8d2a164b5-98.jpg
728,Battle Realms,https://static.metacritic.com/images/products/games/0/b30f6e04c16cdbdd2c59f37a4da46b64-98.jpg
729,Art Academy: Home Studio,https://static.metacritic.com/images/products/games/9/c0442940a430965c37ff8a1d17502dbb-98.jpg
730,Europa 1400: The Guild,https://static.metacritic.com/images/products/games/5/b356c36a8904f2360f71cd19c7ab36e5-98.jpg
731,Shin Megami Tensei: Digital Devil Saga 2,https://static.metacritic.com/images/products/games/6/5479549c3906b83d50423eef94433920-98.jpg
732,Warlords Battlecry,https://static.metacritic.com/images/products/games/9/0611eabd9bbeb91993837790c00a56f8-98.jpg
733,Paradise Killer,https://static.metacritic.com/images/products/games/8/771dc7b4719993cda219e24dad4e9d76-98.jpg
734,Sam & Max Episode 201: Ice Station Santa,https://static.metacritic.com/images/products/games/3/12514b167d9439f0e77b3c16bc8ba28c-98.jpg
735,Halo: Combat Evolved Anniversary,https://static.metacritic.com/images/products/games/8/530ae22282b0cf3c6b7dff794704dd98-98.jpg
736,Brothers in Arms: Road to Hill 30,https://static.metacritic.com/images/products/games/3/633ae4d70b42460a4aa207b2d29e7cf7-98.jpg
737,N+,https://static.metacritic.com/images/products/games/8/7ba7d22ebda38d7dcaab8cc4b4b2d959-98.jpg
738,SOCOM: U.S. Navy SEALs Fireteam Bravo,https://static.metacritic.com/images/products/games/6/c54e7d182fa53ac2404173ddf58b27f8-98.jpg
739,Major League Baseball 2K5,https://static.metacritic.com/images/products/games/2/13de0829cd803abc0e7fd528d20db9d6-98.jpg
740,Art Style: ORBIENT,https://static.metacritic.com/images/products/games/2/77efca34806821b8d2d7248264f9b562-98.jpg
741,The Last Guardian,https://static.metacritic.com/images/products/games/8/7b523e29210fc627237a887c1b0b5758-98.jpg
742,Technobabylon,https://static.metacritic.com/images/products/games/0/98a5986bfbc19873107521b6c7c33b44-98.jpg
743,Kingdom Hearts: Birth by Sleep,https://static.metacritic.com/images/products/games/7/ae3b5d63b7f3c535b6ca544adfd4d98f-98.jpg
744,Madden NFL 09 All-Play,https://static.metacritic.com/images/products/games/5/6472e03dd988f3ded1e0e3aa3d877c75-98.jpg
745,Shin Megami Tensei: Nocturne,https://static.metacritic.com/images/products/games/0/eb5933f13f534165b45e11986fe99a73-98.jpg
746,Filament,https://static.metacritic.com/images/products/games/2/73942bcb2902b4d4455480113069930d-98.jpg
747,Splatoon 2: Octo Expansion,https://static.metacritic.com/images/products/games/5/f365f921d4d673a83992a40c1854697c-98.jpg
748,MotoGP 20,https://static.metacritic.com/images/products/games/6/56bb315d12195fc9ed352e5171165429-98.jpg
749,World of Warcraft: Mists of Pandaria,https://static.metacritic.com/images/products/games/8/c4d63f358637409a91fe9e2a27913ded-98.jpg
750,Command & Conquer 3: Tiberium Wars,https://static.metacritic.com/images/products/games/5/ecf4529e9f328c0d1547c0e3323eeaa5-98.jpg
751,Flight Simulator X: Acceleration,https://static.metacritic.com/images/products/games/2/a8c91740fd32f7517dd925ac5d415f62-98.jpg
752,Harvest Moon: More Friends of Mineral Town,https://static.metacritic.com/images/products/games/7/fb5fd90c6b915ab3c42c79ff30a9f4b7-98.jpg
753,BlazBlue: Calamity Trigger Portable,https://static.metacritic.com/images/products/games/2/6faa174aad94bbcb9844c7d41ad5fb68-98.jpg
754,Recettear: An Item Shop's Tale,https://static.metacritic.com/images/products/games/4/deb2829ba6a2246f09326739bb25497f-98.jpg
755,Midnight Club: Los Angeles,https://static.metacritic.com/images/products/games/2/24441bb978b99aad6cb1c0a53195d6d7-98.jpg
756,Etrian Odyssey II: Heroes of Lagaard,https://static.metacritic.com/images/products/games/1/a8a32a11c15e6facdaae6ccd11205257-98.jpg
757,Blood,https://static.metacritic.com/images/products/games/4/4762e2c50817930b59755f2ac777a4fa-98.jpg
758,Duelyst,https://static.metacritic.com/images/products/games/3/31be5f193780a8634902ff49d6fb4663-98.jpg
759,Links 2003,https://static.metacritic.com/images/products/games/2/58bb0818feb95645aabc8eda8dc269af-98.jpg
760,Sonic the Hedgehog 2,https://static.metacritic.com/images/products/games/9/a719cb3588c9a52eadb71a8a6fcbf04f-98.jpg
761,Earth & Beyond,https://static.metacritic.com/images/products/games/2/3b12a154d3c36dedbb07cb84c0ccc900-98.jpg
762,Virtual Pool 3,https://static.metacritic.com/images/products/games/9/67f360573d58ec4810b522034063339f-98.jpg
763,The Sims: Livin' Large,https://static.metacritic.com/images/products/games/6/a5a4a003427ac06bce2a0418084500c8-98.jpg
764,DCS: Black Shark,https://static.metacritic.com/images/products/games/8/d37d3cd34690daa9fa6bd7081dde7ff5-98.jpg
765,MLB The Show 18,https://static.metacritic.com/images/products/games/9/9103bf438246dd9f3132bd4d892060f6-98.jpg
766,ModNation Racers,https://static.metacritic.com/images/products/games/8/8caf3e52521ee418dabf106c05093fc0-98.jpg
767,Soul Sacrifice Delta,https://static.metacritic.com/images/products/games/2/becf4b748346a4e57d1a066088328d03-98.jpg
768,King's Bounty: Armored Princess,https://static.metacritic.com/images/products/games/2/3785e1e6d8cce6242f5fcf09e014a8e4-98.jpg
769,Rock Band Rivals,https://static.metacritic.com/images/products/games/2/f109b359712dcbfe23e1caa82e4a67ae-98.jpg
770,Monster Hunter Stories 2: Wings of Ruin,https://static.metacritic.com/images/products/games/0/decc2ecdb6d9990d6899bea5f9696a79-98.jpg
771,Age of Wonders III - Golden Realms,https://static.metacritic.com/images/products/games/3/4704227fc1d125b9fcaa87453b60c053-98.jpg
772,Halo Wars,https://static.metacritic.com/images/products/games/6/996365088757f0e4369505de5a7d2466-98.jpg
773,Clubhouse Games: 51 Worldwide Classics,https://static.metacritic.com/images/products/games/5/e15b342486b29baa4d553150b86f399f-98.jpg
774,PixelJunk Monsters Encore,https://static.metacritic.com/images/products/games/8/48199acd32a0a57f6ad6881433de78e2-98.jpg
775,MotorStorm: Pacific Rift,https://static.metacritic.com/images/products/games/4/d7510ce3b5ef59393a66aa7faebeff6b-98.jpg
776,Xpand Rally,https://static.metacritic.com/images/products/games/5/de982b1a412f3c0e64538fdfded6885b-98.jpg
777,Joint Operations: Typhoon Rising,https://static.metacritic.com/images/products/games/6/25e3fdd1b81e669ab3b3a068fe431224-98.jpg
778,Disgaea 4: A Promise Revisited,https://static.metacritic.com/images/products/games/3/0d045869b7eaab7933a7243f9024a73f-98.jpg
779,Astalon: Tears of the Earth,https://static.metacritic.com/images/products/games/5/07c21740ea09d183d055b7decca2e71e-98.jpg
780,Year Walk,https://static.metacritic.com/images/products/games/4/3eef78eb0a724dc844560c8a5942b2f7-98.jpg
781,You Don't Know Jack,https://static.metacritic.com/images/products/games/8/f4d6a96750a2bba7936d0e0069c40bdf-98.jpg
782,B-17 Flying Fortress: The Mighty 8th,https://static.metacritic.com/images/products/games/5/945be3b8275f784c3def10fb98c172dd-98.jpg
783,ATV Offroad Fury,https://static.metacritic.com/images/products/games/4/72322cf801718cd5509a3b5e148c51a3-98.jpg
784,Celtic Kings: Rage of War,https://static.metacritic.com/images/products/games/6/b8f2b00d458f791c84928be1532697cd-98.jpg
785,Rising Storm,https://static.metacritic.com/images/products/games/8/3da20ea1e108923fef74f02272783445-98.jpg
786,EverQuest: The Scars of Velious,https://static.metacritic.com/images/products/games/1/be8512ec61f511463df12ef7b19d86fe-98.jpg
787,Suikoden II,https://static.metacritic.com/images/products/games/2/83f186b479023e636d2c8beab6c4daae-98.jpg
788,Final Fight One,https://static.metacritic.com/images/products/games/5/bf07dff5ecbb3a614dc0a365f9379b08-98.jpg
789,Ninja Five-O,https://static.metacritic.com/images/products/games/3/aca5992f23cb1637495c5955c82980b7-98.jpg
790,Lethal League,https://static.metacritic.com/images/products/games/2/d71004f62415bf25e00c7ff19251cd37-98.jpg
791,Captain Toad: Treasure Tracker,https://static.metacritic.com/images/products/games/5/114168718c1601180ef91af8a9850406-98.jpg
792,Loop Hero,https://static.metacritic.com/images/products/games/8/ea86f4ef187ce404e0c9ae7462c26660-98.jpg
793,Darkest Dungeon: The Crimson Court,https://static.metacritic.com/images/products/games/9/f0f816da955b7565c3fcb9c376ed9578-98.jpg
794,"Nine Hours, Nine Persons, Nine Doors",https://static.metacritic.com/images/products/games/3/a2bc14dac9ffdec1b0f9b73b30bba9c1-98.jpg
795,Madden NFL 18,https://static.metacritic.com/images/products/games/6/9264351aeee3cc8bd3129cfd5a2b15b9-98.jpg
796,Gnosia,https://static.metacritic.com/images/products/games/9/7432299f0ac9387ca3cefe117a19f4e1-98.jpg
797,Botanicula,https://static.metacritic.com/images/products/games/0/6a2ff5d1aaea8038b5dffd96f5562b4d-98.jpg
798,Life is Strange 2: Episode 5 - Wolves,https://static.metacritic.com/images/products/games/0/5a17914ae1b9cb71aa37a1e1ffa4992f-98.jpg
799,College Hoops 2K7,https://static.metacritic.com/images/products/games/2/e197ac30198e467ff9070827c630faee-98.jpg
800,PixelJunk Shooter Ultimate,https://static.metacritic.com/images/products/games/3/10fbe36d3faacb72f163e87cdc5ae088-98.jpg
801,Catherine,https://static.metacritic.com/images/products/games/7/e689c29542c7aeae7a80b130ce0a983e-98.jpg
802,Bleach: Dark Souls,https://static.metacritic.com/images/products/games/7/0bf0d47ac2ae8184dc003770a8cee63b-98.jpg
803,Bookworm Adventures Deluxe,https://static.metacritic.com/images/products/games/4/1576244ed3d87986d9404f912008b2eb-98.jpg
804,The Lord of the Rings: The Battle for Middle-Earth,https://static.metacritic.com/images/products/games/3/fc4a3461f78cd2b1dc0c1d05e836c5c3-98.jpg
805,RIVE: Ultimate Edition,https://static.metacritic.com/images/products/games/3/87eb06613388523248b856d113c0d7cf-98.jpg
806,Old World,https://static.metacritic.com/images/products/games/3/c934b149140fba4c97e5cb9ca3ba8f2d-98.jpg
807,Pixel Ripped 1995,https://static.metacritic.com/images/products/games/6/3e552bb7c9a009278e8c7f2218ffe66f-98.jpg
808,Cities: Skylines - Xbox One Edition,https://static.metacritic.com/images/products/games/3/7c8ad78eca7f4cb58f59d90ea34f4d7f-98.jpg
809,Azure Striker Gunvolt: Striker Pack,https://static.metacritic.com/images/products/games/8/f2b2872a8be1ce2d2bdc1fbd7c70a488-98.jpg
810,WildStar,https://static.metacritic.com/images/products/games/5/7a77c1cd4c8282d0a8307138fde93349-98.jpg
811,Broken Age: Act 1,https://static.metacritic.com/images/products/games/3/ceb8dcac334fb131a69391145b6feac1-98.jpg
812,Deus Ex: The Conspiracy,https://static.metacritic.com/images/products/games/4/fa32bf9346b587e1ecc34265834d3585-98.jpg
813,Mortal Kombat Komplete Edition,https://static.metacritic.com/images/products/games/4/5b0507d8a09d492c34c3acb1e3665178-98.jpg
814,Ninja Gaiden II,https://static.metacritic.com/images/products/games/8/afeaed38187947d896093514b68a1daa-98.jpg
815,Valkyrie Profile,https://static.metacritic.com/images/products/games/6/09a029626c937b7cee6d76402abf1243-98.jpg
816,Winds of Change,https://static.metacritic.com/images/products/games/0/cf624a33160ec4b31d6921a95c5f28e3-98.jpg
817,Get Packed,https://static.metacritic.com/images/products/games/6/5e5691bb715121c0303d92d941dd123b-98.jpg
818,PHOGS!,https://static.metacritic.com/images/products/games/1/ab3004ea21e0e199c5a8495fcc9e17ba-98.jpg
819,Baldur's Gate and Baldur's Gate II: Enhanced Editions,https://static.metacritic.com/images/products/games/1/d098ee74481dedb3989f48589afaba8d-98.jpg
820,Shadowrun: Dragonfall,https://static.metacritic.com/images/products/games/5/ceeecba55804437b0f625da5db0a6048-98.jpg
821,MechAssault 2: Lone Wolf,https://static.metacritic.com/images/products/games/2/fe86d20f541dfc506c7938876dccb346-98.jpg
822,Pokemon LeafGreen Version,https://static.metacritic.com/images/products/games/9/f0d80baf5b57ec7716c5fcf9c261e3b5-98.jpg
823,World of Warships,https://static.metacritic.com/images/products/games/3/e8072e538fb0eb666786b48e18821170-98.jpg
824,Harvest Moon: Friends of Mineral Town,https://static.metacritic.com/images/products/games/4/c236d242e3546a2163fd1bfd70efd11b-98.jpg
825,TOCA Race Driver 2: The Ultimate Racing Simulator,https://static.metacritic.com/images/products/games/6/146264c2da6a0060d884c06b2479c619-98.jpg
826,Rage of the Gladiator,https://static.metacritic.com/images/products/games/4/4f302d313157e57732678548a513b0a6-98.jpg
827,Eets,https://static.metacritic.com/images/products/games/6/deec85ad5c38d7be571fbf84ece1ca47-98.jpg
828,Wargame: European Escalation,https://static.metacritic.com/images/products/games/7/37cfdbf2e76e43f6de1cd484e11c6978-98.jpg
829,SteamWorld Quest: Hand of Gilgamech,https://static.metacritic.com/images/products/games/7/123f7fd9351101194f4068109e72c741-98.jpg
830,Katamari Damacy REROLL,https://static.metacritic.com/images/products/games/7/044904ee60dc8b098437128e9d8bdd7a-98.jpg
831,Call of Duty: Black Ops III,https://static.metacritic.com/images/products/games/1/56e5515df07b97b99e64354e005067b0-98.jpg
832,Maldita Castilla EX: Cursed Castilla,https://static.metacritic.com/images/products/games/0/6c36da585cad7871933d885a6758ac2a-98.jpg
833,Etrian Odyssey Nexus,https://static.metacritic.com/images/products/games/8/15fc38d3cc550ad6c0e48ae7bda8383e-98.jpg
834,Atlas Reactor,https://static.metacritic.com/images/products/games/2/1920ee17b6ff6dc1937ddf47fe13cbb9-98.jpg
835,L.A. Noire: The VR Case Files,https://static.metacritic.com/images/products/games/5/5c86b2b11f64f52c73a59010909d08bb-98.jpg
836,Songbird Symphony,https://static.metacritic.com/images/products/games/6/3723a143392f2d5641ccdf2a686e9cd9-98.jpg
837,Halo Wars: Definitive Edition,https://static.metacritic.com/images/products/games/6/9a86f733e71d13fb6d732a2244561e7c-98.jpg
838,The Legend of Zelda: Breath of the Wild - The Champions' Ballad,https://static.metacritic.com/images/products/games/5/11c41c30eb37be19502e425ffb4af93e-98.jpg
839,Antihero,https://static.metacritic.com/images/products/games/8/8cda0583b094180340780b0375b53cde-98.jpg
840,A Space Shooter for 2 Bucks,https://static.metacritic.com/images/products/games/4/d0fefd6e6bc34c2f321561219204d311-98.jpg
841,Void Bastards,https://static.metacritic.com/images/products/games/4/b9c5cee531b965a9dbdab24939d4545c-98.jpg
842,Kinect Party,https://static.metacritic.com/images/products/games/1/5e6f38f805323fa650db762d2fcf9a2e-98.jpg
843,God of War III Remastered,https://static.metacritic.com/images/products/games/8/6ce4198d741ddf89d12715a3b25dcc20-98.jpg
844,The 2D Adventures of Rotating Octopus Character,https://static.metacritic.com/images/products/games/4/014134d10ce7f5992d2fced4da74e847-98.jpg
845,Sam & Max: The Devil's Playhouse - Episode 1: The Penal Zone,https://static.metacritic.com/images/products/games/0/b7665ac3dff918de707720c0171a4544-98.jpg
846,Redout (2016),https://static.metacritic.com/images/products/games/7/4dc952c1c10f48bea22478d2e1f1ca9d-98.jpg
847,BoxBoy! + BoxGirl!,https://static.metacritic.com/images/products/games/7/fcd719385b3efc0065b9536672f85e74-98.jpg
848,Age of Empires III: The Asian Dynasties,https://static.metacritic.com/images/products/games/1/defeb35e784aedd9dc480076a741efdd-98.jpg
849,MLB 2006,https://static.metacritic.com/images/products/games/6/d421d80bc60f033f05d7e18ba098198f-98.jpg
850,Affordable Space Adventures,https://static.metacritic.com/images/products/games/6/9d59a23e7281a2cdc6c60d58c6b4061b-98.jpg
